Project Name,Revision ID,API Type,Commit Type,Note,Log
PyTorchLightning/pytorch-lightning-bolts,d60480597cc7dcc230fcf12b80b383d50deb7fde,Pooling,Other,,fix for siamesearm has no pooler (#236)\n\n* add pooler to ensure projection on global feature\r\n\r\n* remove max_steps dependency\r\n\r\n* fix typos in mnist dataset
jkjung-avt/keras_imagenet,4af3a5e61cc08a3b2e5b872337f63e331f2c09e8,Pretrained,Refactor,,rename googlenetx to googlenet_bn
aurora95/Keras-FCN,e76213d01fecba3abd1b244d21abf716ec6777bb,Pretrained,Feature,,densenetfcn switch to growth rate from smallest network in paper
leohsuofnthu/Tensorflow-YOLACT,77bc856fd27ff8489c47749d87d41280748899df,,Feature,,mask loss no nan  adding resnet101 and generalize the backbone choice
leohsuofnthu/Tensorflow-YOLACT,77bc856fd27ff8489c47749d87d41280748899df,Pretrained,Feature,,mask loss no nan  adding resnet101 and generalize the backbone choice
leohsuofnthu/Tensorflow-YOLACT,77bc856fd27ff8489c47749d87d41280748899df,Initializer,Feature,,mask loss no nan  adding resnet101 and generalize the backbone choice
leohsuofnthu/Tensorflow-YOLACT,77bc856fd27ff8489c47749d87d41280748899df,Convolutional,Feature,,mask loss no nan  adding resnet101 and generalize the backbone choice
aurora95/Keras-FCN,0b767e29aba8986a9befc8d2a80201f502caa626,Pretrained,Other,,models.py densenetfcn correct nb_layers_per_block to 5
aurora95/Keras-FCN,0b767e29aba8986a9befc8d2a80201f502caa626,Pretrained,Bug Fix,,models.py densenetfcn correct nb_layers_per_block to 5
fizyr/keras-retinanet,965bc3fbbfd85513906077aabceac3ff33597ac9,,Feature,,add resnet101 and resnet152. (#152)\n\n* add resnet101retinanet\r\n\r\n* resnet152retinanet
fizyr/keras-retinanet,965bc3fbbfd85513906077aabceac3ff33597ac9,Pretrained,Feature,,add resnet101 and resnet152. (#152)\n\n* add resnet101retinanet\r\n\r\n* resnet152retinanet
fizyr/keras-maskrcnn,5cce8f2c1db4514ffd3a165eb517c37f3a68b0f2,,Refactor,,use simplified fpn representation.
fizyr/keras-maskrcnn,5cce8f2c1db4514ffd3a165eb517c37f3a68b0f2,Pretrained,Refactor,,use simplified fpn representation.
aurora95/Keras-FCN,cd4968b366567c05e50f96da411701a450a8bf6c,Pretrained,Other,,models.py reduce growth rate to 32
hhsecond/HandsOnDeepLearningWithPytorch,25c402d4a5a08bdbcf906ac1e9ed486e5f6f2cc9,Pretrained,Refactor,,changed the architecture a bit
hhsecond/HandsOnDeepLearningWithPytorch,25c402d4a5a08bdbcf906ac1e9ed486e5f6f2cc9,Pretrained,Feature,,changed the architecture a bit
keras-team/keras,53303fdb10f75d929f2e329362d6e6bfb3a7d372,,Refactor,,improvements to style transfer as discussed in https://github.com/fchollet/keras/pull/6872 (#6877)
keras-team/keras,53303fdb10f75d929f2e329362d6e6bfb3a7d372,Pretrained,Refactor,,improvements to style transfer as discussed in https://github.com/fchollet/keras/pull/6872 (#6877)
mindsdb/lightwood,4a015b8eeca915f21dd34644be4fc00d69aae21b,,Bug Fix,,fixed encoding tpye enum for images
mindsdb/lightwood,4a015b8eeca915f21dd34644be4fc00d69aae21b,Pretrained,Bug Fix,,fixed encoding tpye enum for images
ben-davidson-6/Gated-SCNN,b86aa9b255ab1435185b18324ddb8bcc3ec6f359,,Feature,,can use graph mode with batch norm hack
ben-davidson-6/Gated-SCNN,b86aa9b255ab1435185b18324ddb8bcc3ec6f359,Normalization,Feature,,can use graph mode with batch norm hack
ben-davidson-6/Gated-SCNN,b86aa9b255ab1435185b18324ddb8bcc3ec6f359,Convolutional,Feature,,can use graph mode with batch norm hack
ben-davidson-6/Gated-SCNN,b86aa9b255ab1435185b18324ddb8bcc3ec6f359,Activation,Feature,,can use graph mode with batch norm hack
ben-davidson-6/Gated-SCNN,b86aa9b255ab1435185b18324ddb8bcc3ec6f359,Reshaping,Feature,,can use graph mode with batch norm hack
fizyr/keras-maskrcnn,ec92195646b40111ac9b7d677d6014dd57a33af3,,Bug Fix,,fix the loading of a trained model.
fizyr/keras-maskrcnn,ec92195646b40111ac9b7d677d6014dd57a33af3,Pretrained,Bug Fix,,fix the loading of a trained model.
aurora95/Keras-FCN,d99ef54da84a1ad32675e936246f9fbc4cc68b46,Pretrained,Other,,models.py atrous densenet 201 layers
foamliu/Image-Captioning-PyTorch,13341987051b33bf1ef7be948b1501800f7e2f7d,Temporal,Bug Fix,,if a rnn is stateful  it needs to know its batch size.
keras-team/keras,0df0177437ce672d654db6d7edfdc653aaf67533,,Bug Fix,,make image parameters more consistent (#3672)\n\n* change of variable names in examples/neural_transfer_style for consistency\r\n\r\n* add docstring to keras.preprocessing.image.load_img()
keras-team/keras,0df0177437ce672d654db6d7edfdc653aaf67533,Pretrained,Bug Fix,,make image parameters more consistent (#3672)\n\n* change of variable names in examples/neural_transfer_style for consistency\r\n\r\n* add docstring to keras.preprocessing.image.load_img()
keras-team/keras,0df0177437ce672d654db6d7edfdc653aaf67533,,Refactor,,make image parameters more consistent (#3672)\n\n* change of variable names in examples/neural_transfer_style for consistency\r\n\r\n* add docstring to keras.preprocessing.image.load_img()
keras-team/keras,0df0177437ce672d654db6d7edfdc653aaf67533,Pretrained,Refactor,,make image parameters more consistent (#3672)\n\n* change of variable names in examples/neural_transfer_style for consistency\r\n\r\n* add docstring to keras.preprocessing.image.load_img()
aurora95/Keras-FCN,548bff016ca0167fae43a991a5fc68b5a864df8e,Pretrained,Other,,models atrous densenet try depth 200
priyamtejaswin/devise-keras,df1c56a498c3713f8d6305a651ba5d701c136862,,Refactor,,simplified_complete_model.py\n1. updated the vgg_model. now loads from \extraction\" module.\n2. correct_similarity==0.402  random_similarity==-0.491"
priyamtejaswin/devise-keras,df1c56a498c3713f8d6305a651ba5d701c136862,Pretrained,Refactor,,simplified_complete_model.py\n1. updated the vgg_model. now loads from \extraction\" module.\n2. correct_similarity==0.402  random_similarity==-0.491"
priyamtejaswin/devise-keras,df1c56a498c3713f8d6305a651ba5d701c136862,,Feature,,simplified_complete_model.py\n1. updated the vgg_model. now loads from \extraction\" module.\n2. correct_similarity==0.402  random_similarity==-0.491"
priyamtejaswin/devise-keras,df1c56a498c3713f8d6305a651ba5d701c136862,Pretrained,Feature,,simplified_complete_model.py\n1. updated the vgg_model. now loads from \extraction\" module.\n2. correct_similarity==0.402  random_similarity==-0.491"
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Dropout,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Convolutional,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Pretrained,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Pooling,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Merging,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Training,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Linear,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Activation,Bug Fix,,current version seems to converge; however the results are untested
oarriaga/SSD-keras,b804a8bda601d6f283ac5b7f54e3e23ca220fd02,Reshaping,Bug Fix,,current version seems to converge; however the results are untested
LoSealL/VideoSuperResolution,8218442b38eb77e44e98f0c00dd3d967dd3951bc,,Feature,,[add-vsrt] perceptual loss for vsrtorch.\n[add-vsrt] some easy models for verification.
LoSealL/VideoSuperResolution,8218442b38eb77e44e98f0c00dd3d967dd3951bc,Pretrained,Feature,,[add-vsrt] perceptual loss for vsrtorch.\n[add-vsrt] some easy models for verification.
fizyr/keras-retinanet,42e3cf0b5332e1c0e098460861314a42327ba094,,Bug Fix,,fix loading weights even if --no-weights is set.
fizyr/keras-retinanet,42e3cf0b5332e1c0e098460861314a42327ba094,Pretrained,Bug Fix,,fix loading weights even if --no-weights is set.
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,,Refactor,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Pooling,Refactor,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Training,Refactor,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Linear,Refactor,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Weight regularizer,Refactor,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,,Feature,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Pooling,Feature,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Training,Feature,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Linear,Feature,,add '--optimizer' as an option for train.py; simplify weight_decay related code
jkjung-avt/keras_imagenet,cdfb65f91e934bdfe718852c800f2f467b483639,Weight regularizer,Feature,,add '--optimizer' as an option for train.py; simplify weight_decay related code
aurora95/Keras-FCN,fe55c35b8558e8c133d8241a364a5658bb09864e,Pretrained,Deprecate,,models.py update atrous_densenet to correspond with keras-contrib changes
OpenNMT/OpenNMT-tf,7e9a9f0d0400c6f25fd9680878b8135b78923466,,Refactor,,move regularization penalty to losses.py
OpenNMT/OpenNMT-tf,7e9a9f0d0400c6f25fd9680878b8135b78923466,Weight regularizer,Refactor,,move regularization penalty to losses.py
aurora95/Keras-FCN,9959c78a6718b5f3f564eba0865151baca9c7352,,Bug Fix,,made some mistakes and fixed them
aurora95/Keras-FCN,9959c78a6718b5f3f564eba0865151baca9c7352,Weight regularizer,Bug Fix,,made some mistakes and fixed them
tensorpack/tensorpack,a6b091aa51f50c1ca9a6855d660ce6cc4434559d,,Deprecate,,use tf.keras for both keras examples
tensorpack/tensorpack,a6b091aa51f50c1ca9a6855d660ce6cc4434559d,Weight regularizer,Deprecate,,use tf.keras for both keras examples
NifTK/NiftyNet,00993c91ff21b276a679080722d1348b11f3dbc6,,Refactor,,refactoring training and inference
NifTK/NiftyNet,00993c91ff21b276a679080722d1348b11f3dbc6,Training,Refactor,,refactoring training and inference
NifTK/NiftyNet,00993c91ff21b276a679080722d1348b11f3dbc6,Weight regularizer,Refactor,,refactoring training and inference
OpenNMT/OpenNMT-tf,98603cc379ac5a389606e0006a37170379a79486,,Bug Fix,,fix mixed precision training nan and inf bug (#475)
OpenNMT/OpenNMT-tf,98603cc379ac5a389606e0006a37170379a79486,Weight regularizer,Bug Fix,,fix mixed precision training nan and inf bug (#475)
OpenNMT/OpenNMT-tf,98603cc379ac5a389606e0006a37170379a79486,Training,Bug Fix,,fix mixed precision training nan and inf bug (#475)
jkjung-avt/keras_imagenet,3d8b06717dc69b2573e372c5207b6a39f9e2902e,Pretrained,Bug Fix,,remove nasnet_mobile  while adding googlenetx
jkjung-avt/keras_imagenet,3d8b06717dc69b2573e372c5207b6a39f9e2902e,Pretrained,Other,,remove nasnet_mobile  while adding googlenetx
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,,Feature,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Normalization,Feature,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Convolutional,Feature,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Pooling,Feature,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Activation,Feature,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,,Test,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Normalization,Test,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Convolutional,Test,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Pooling,Test,,updated eegnet  and optimizer  tested all models for regression case
zubara/mneflow,21d10ba51804c41e6b8d3664829d11fb6647000f,Activation,Test,,updated eegnet  and optimizer  tested all models for regression case
georgesterpu/avsr-tf1,41a32e985ac16d0a86aa3bf2e445f69467f3aef5,Temporal,Bug Fix,,fix the initial state of bimodal decoder  #3
ClimbsRocks/auto_ml,62649781a1c2aca891d79c3c97b83314c4c0694d,Linear,Feature,tuner,modifies build_fn to take in more params for grid search
ClimbsRocks/auto_ml,62649781a1c2aca891d79c3c97b83314c4c0694d,Weight regularizer,Feature,tuner,modifies build_fn to take in more params for grid search
neuroailab/tfutils,2313f372cc5185e11358e8c72b5152c45e543ef8,,Other,,took out regularization on groupnorm scale and shift
neuroailab/tfutils,2313f372cc5185e11358e8c72b5152c45e543ef8,Weight regularizer,Other,,took out regularization on groupnorm scale and shift
neuroailab/tfutils,2313f372cc5185e11358e8c72b5152c45e543ef8,Normalization,Other,,took out regularization on groupnorm scale and shift
kiudee/cs-ranking,8cd9dece8c47bee7fb5648e5a39433502332f1b3,Weight regularizer,Deprecate,,adapted cmpnet and ranknet for new tuning code\n-reformatted the code\n-removed unused functions from utils
kiudee/cs-ranking,8cd9dece8c47bee7fb5648e5a39433502332f1b3,Weight regularizer,Refactor,,adapted cmpnet and ranknet for new tuning code\n-reformatted the code\n-removed unused functions from utils
aurora95/Keras-FCN,cc15c0f01e7387ca40253ffcb3aa2b41290459c6,,Feature,,added atrous-convolutional resnet
aurora95/Keras-FCN,cc15c0f01e7387ca40253ffcb3aa2b41290459c6,Weight regularizer,Feature,,added atrous-convolutional resnet
kiudee/cs-ranking,b3e37c4f582f18202611da0c1e6a4042caca6c92,Weight regularizer,Test,,first experiments with fate choices
kiudee/cs-ranking,bdb50c58a0dc813bb39c7f7b90b9014cb5aa395b,,Refactor,good example,tunable now uses keyword arguments\n\nthis allows for easy chaining of tunables and the specification of default values.
kiudee/cs-ranking,bdb50c58a0dc813bb39c7f7b90b9014cb5aa395b,Weight regularizer,Refactor,good example,tunable now uses keyword arguments\n\nthis allows for easy chaining of tunables and the specification of default values.
NifTK/NiftyNet,d8da64a8121f4e6d381245477b0a884cd1ea7bff,,Bug Fix,,issue 123 - augmentations added to other samplers
NifTK/NiftyNet,d8da64a8121f4e6d381245477b0a884cd1ea7bff,Training,Bug Fix,,issue 123 - augmentations added to other samplers
NifTK/NiftyNet,d8da64a8121f4e6d381245477b0a884cd1ea7bff,Weight regularizer,Bug Fix,,issue 123 - augmentations added to other samplers
kozistr/Awesome-GANs,cebfeaa26f6a907219f6a271b96393ddb6388f99,,Feature,,update: remodeling codes...  #8 done
kozistr/Awesome-GANs,cebfeaa26f6a907219f6a271b96393ddb6388f99,Normalization,Feature,,update: remodeling codes...  #8 done
kozistr/Awesome-GANs,cebfeaa26f6a907219f6a271b96393ddb6388f99,Convolutional,Feature,,update: remodeling codes...  #8 done
kozistr/Awesome-GANs,cebfeaa26f6a907219f6a271b96393ddb6388f99,Initializer,Feature,,update: remodeling codes...  #8 done
kozistr/Awesome-GANs,cebfeaa26f6a907219f6a271b96393ddb6388f99,Weight regularizer,Feature,,update: remodeling codes...  #8 done
TensorSpeech/TensorFlowASR,ad4edb78bb085c2018f42d910a85cb64dd99d5dc,Weight regularizer,Deprecate,,:cyclone: add support from 2.2.0 and fix tester
TensorSpeech/TensorFlowASR,ad4edb78bb085c2018f42d910a85cb64dd99d5dc,Weight regularizer,Test,,:cyclone: add support from 2.2.0 and fix tester
kiudee/cs-ranking,4643de8ed5849825f4317abaa67f9689c3c35992,Weight regularizer,Refactor,,change notebook and tests\n\nremoved a bug in test_ranking\n\ncreate test for checking the parameter optimizer with the new tuneable\n\n- reformatted the code\n- removed unused code
