Project Name,Change Frequency,Commit Count
XuyangBai/D3Feat.pytorch,176,12
aaxwaz/Image-Captioning-Model-in-TensorFlow,21,2
alexis-jacq/Pytorch-ChatBot,2,1
FangGet/tf-monodepth2,195,5
ScalaConsultants/Aspect-Based-Sentiment-Analysis,33,13
astooke/rlpyt,594,94
ldeecke/vae-torch,76,9
floodsung/DDPG,68,1
GauravBh1010tt/DeepLearn,106,5
LongmaoTeamTf/keras_ernie,81,9
gmontamat/gentun,36,8
setoidz/RNet-pytorch,324,15
lidalei/DataMining,12,2
danielhavir/capsule-network,30,5
cszn/DPIR,14,3
hepesu/LineNormalizer,1,1
IDKiro/CBDNet-tensorflow,105,7
chenjun2hao/Bert_OCR.pytorch,7,1
chenyuntc/PyTorchText,1,1
NVlabs/webloader,8,2
bhpfelix/Path-Aggregation-Network-for-Monocular-Depth-Estimation,14,3
dongheehand/RCAN-tf,6,1
iwyoo/tf_ThinPlateSpline,91,3
wb14123/seq2seq-couplet,128,8
novoselrok/codesnippetsearch,142,11
unixpickle/vq-vae-2,272,50
feizhihui/DeepTarget-Tensorflow,43,6
lonePatient/BERT-Attribute-Value-Extract,4,1
zlliang/essaysense,222,9
Confusezius/Deep-Metric-Learning-Baselines,17,3
gsurma/text_predictor,50,4
teelinsan/KerasDropconnect,4,1
YunYang1994/SphereFace,103,8
XiangqianMa/Kaggle-Steel-Defect-Detection,3,1
OlavHN/fast-neural-style,118,4
fuenwang/3D-BoundingBox,7,1
delta-onera/segnet_pytorch,91,1
jmkhael/faas-tensorflow,8,2
chengsq/pytorch-lighthead,266,22
NVIDIA-AI-IOT/torch2trt,116,44
zhaocq-nlp/NJUNMT-tf,502,60
AlessioZanga/PyEEGLab,129,8
lc222/seq2seq_chatbot_new,2,1
samyak0210/saliency,5,2
tucan9389/tf2-mobile-pose-estimation,438,45
guxd/VariationalSeq2Seq,15,2
conan7882/GoogLeNet-Inception,138,12
lsrock1/abcnn_pytorch,61,7
eifuentes/swae-pytorch,52,2
bubbliiiing/efficientdet-keras,2,1
pierluigiferrari/fcn8s_tensorflow,84,9
610265158/face_landmark,246,27
ztjryg4/MaskDetect,2,1
snf/keras-fractalnet,85,29
spacemanidol/MSMARCO,167,14
dyelax/encore.ai,27,5
indiejoseph/tf-ran-cell,26,3
rmalav15/DHSGAN,16,2
carpedm20/SPIRAL-tensorflow,160,4
wbhu/DnCNN-tensorflow,86,10
aksub99/MolDQN-pytorch,5,4
nicolas-ivanov/Seq2Seq_Upgrade_TensorFlow,584,27
shtamura/glcic,19,5
jinfagang/pytorch_image_classifier,5,1
HongyangGao/PixelTCN,564,60
orgoro/style-vae,245,32
ykwang11/TSN-TensorFlow-unofficial,1,1
Coopss/EMNIST,1,1
frrmack/dcgan-facemath-tensorflow,100,5
yuta-hi/pytorch_bayesian_unet,66,1
huguesva/Face-Anti-Spoofing-Neural-Network,3,1
yuhaozhang/summarize-radiology-findings,9,2
Tushar-N/pytorch-resnet3d,19,2
LitoNeo/pytorch-AutoEncoders,24,2
fungtion/DANN_py3,1,1
Kejie-Wang/End-to-End-Learning-for-Self-Driving-Cars,80,3
SforAiDl/Neural-Voice-Cloning-With-Few-Samples,94,12
guillaumegenthial/tf_ner,93,4
hou-yz/color_distillation,133,23
l11x0m7/Question_Answering_Models,281,6
mindslab-ai/voicefilter,9,2
open-mmlab/OpenPCDet,680,42
pbhatia243/tf-layer-norm,57,3
JayChanHoi/value-based-deep-reinforcement-learning-trading-model-in-pytorch,36,1
asappresearch/sru,778,106
rusty1s/graph-based-image-classification,735,116
emreaksan/deepwriting,4,2
Zhenye-Na/image-similarity-using-deep-ranking,80,11
MCG-NKU/SCNet,33,2
anantzoid/Language-Modeling-GatedCNN,5,1
andabi/autoencoder-vae-gan,232,24
foamliu/Keypoints,150,29
zedom1/XLNet_embbeding,1,1
2014gaokao/pedestrian-attribute-recognition-with-GCN,4,2
ConorLazarou/AEGAN-keras,51,4
tranluan/DR-GAN,5,1
chingyaoc/pytorch-REINFORCE,1,1
Renovamen/Text-Classification,16,4
yangze0930/NTS-Net,2,1
MahanFathi/end2end-self-driving-car,25,10
artitw/text2text,2,1
as-ideas/headliner,337,57
kimhc6028/relational-networks,210,20
JielongZ/3D-UNet-PyTorch-Implementation,58,4
gasparian/CRNN-OCR-lite,142,15
jx00109/structured-self-attentive-sentence-embedding,43,3
nikhilbarhate99/Hierarchical-Actor-Critic-HAC-PyTorch,12,2
SConsul/audio-source-separation,151,24
ChenglongChen/tensorflow-DeepFM,6,1
WenmuZhou/PytorchOCR,265,52
phongdinhv/stanford-cars-model,22,9
adhiraiyan/radnet,124,18
joongsoo/dqn_bitcoin_auto_trading,132,19
PINTO0309/MobileNet-SSDLite-RealSense-TF,4,1
NRCan/geo-deep-learning,694,98
noahgolmant/pytorch-lr-dropout,22,5
lzane/SiamFC-tf,49,3
batra-mlp-lab/visdial-rl,10,3
Hellcatzm/ImgFastNeuralStyleTransfer_TensorFlow,49,4
km1414/CNN-models,19,4
jiecaoyu/XNOR-Net-PyTorch,106,19
ChristophReich1996/Semantic_Pyramid_for_Image_Generation,241,30
kozistr/ESRGAN-tensorflow,79,6
foamliu/Look-Into-Person,342,38
ZQPei/deep_sort_pytorch,16,4
oval-group/mlogger,2,1
togheppi/pytorch-super-resolution-model-collection,259,17
j-min/MoChA-pytorch,37,4
seankim902/imageQA,5,2
kjaisingh/hardhat-detector,37,4
ellisdg/3DUnetCNN,448,50
andreasveit/triplet-network-pytorch,6,1
tetianadadakova/MRI-CNN,15,1
TinyZeaMays/CircleLoss,45,10
xiaoyufenfei/ESNet,5,1
crisie/RecurrentGaze,1,1
srihari-humbarwadi/person_segmentation_tf2.0,1,1
alwynmathew/monodepth-pytorch,30,2
zhykoties/TimeSeries,1,1
mmuckley/torchkbnufft,211,11
hminle/car-behavioral-cloning-with-pytorch,75,3
kwonmha/Improving-RNN-recommendation-model,72,7
SimonVandenhende/Multi-Task-Learning-PyTorch,10,2
yeziyang1992/Python-Tensorflow-Face-v2.0,10,1
romaintha/pytorch_pointnet,15,3
t2kasa/social_lstm_keras_tf,157,38
Aetf/tensorflow-tbcnn,260,20
nlpcl-lab/event-extraction,657,42
Mortiniera/collaborative-image-inpainting,5,3
aliutkus/torchsearchsorted,37,8
jiang-du/BlazePose-tensorflow,91,6
luckycallor/InsightFace-tensorflow,6,3
eveningglow/BicycleGAN-pytorch,3,1
rajveermalviya/language-modeling,36,4
ayushidalmia/tsne-tensorboard-visualisation,4,1
mariolew/Deep-Alignment-Network-tensorflow,14,2
manicman1999/StyleGAN2-Tensorflow-2.0,3,2
unilight/cdvae-vc,259,17
bhairavmehta95/data-efficient-hrl,95,4
Hahnnz/Pulmonary_Nodule_Detection_Classification,22,2
HypoX64/DeepMosaics,347,18
bamtercelboo/pytorch_SRU,93,12
bjkomer/pytorch-legendre-memory-unit,16,3
vsymbol/CUTIE,1,1
xiaogangLi/tensorflow-C3D,93,3
ZFTurbo/Keras-augmentation-layer,1,1
ouyangjiahong/image2image-baseline-model,126,8
Randl/MobileNetV3-pytorch,13,5
bojone/keras_lazyoptimizer,1,1
camigord/Neural-Turing-Machine,135,11
Fdevmsy/3D_shape_inpainting,6,1
superlouis/GATGNN,1,1
YeongHyeon/ResNeSt-TF2,11,5
profjsb/deepCR,88,18
andreamad8/Universal-Transformer-Pytorch,77,8
PrimozGodec/ImageColorization,19,10
calclavia/htm-tensorflow,182,18
watakandai/hiro_pytorch,78,7
facebookresearch/torchbeast,77,4
HGU-DLLAB/Korean-FastSpeech2-Pytorch,60,4
chenxi116/PNASNet.pytorch,54,2
rubenvillegas/icml2017hierchvid,32,3
idealo/imagededup,32,10
bodokaiser/piwise,656,43
vineetjohn/linguistic-style-transfer,2237,167
jhole89/classifying-cancer,120,7
stashvala/Pytorch-VideoMatch,84,24
uncbiag/mermaid,2366,241
mindsdb/mindsdb,68,21
MehmetAygun/fusenet-pytorch,778,63
agadetsky/pytorch-definitions,147,11
schatty/prototypical-networks-tf,363,19
ardamavi/Game-Bot,19,2
facebookresearch/PyTorch-BigGraph,221,36
wwooo/tensorflow_complex_yolo,9,4
JadHADDAD92/covid-mask-detector,2,2
lifeiteng/Optimizers,29,5
Times125/break_captcha,23,5
JDAI-CV/fast-reid,1175,93
michalkoziarski/VDSR,78,14
MrGemy95/visual-interaction-networks-pytorch,60,5
itsuki8914/Voice-morphing-RelGAN,22,3
jinxiu1983/keras-adda,90,6
navneet-nmk/Hierarchical-Meta-Reinforcement-Learning,371,59
pyannote/pyannote-audio,1472,266
hiepph/cgan-face-generator,65,5
ZJULearning/MaxSquareLoss,64,3
swasun/VQ-VAE-Speech,346,56
Sentimentron/Dracula,166,9
Wuziyi616/CFUN,10,2
oswaldoludwig/Seq2seq-Chatbot-for-Keras,15,4
neale/Adversarial-Autoencoder,191,5
MrEliptik/HandPose,133,20
bwallace/rationale-CNN,170,48
filippogiruzzi/voice_activity_detection,44,1
anshulpaigwar/Attentional-PointNet,4,1
Yoctol/ADEM,83,12
ryanleary/patter,131,35
WendellGul/DCMH,111,5
eva-n27/BERT-for-Chinese-Question-Answering,4,1
tadax/srgan,135,7
titu1994/Keras-DualPathNetworks,11,2
BindsNET/bindsnet,3661,412
NVlabs/few-shot-vid2vid,62,5
shubham0204/Multiclass_Object_Classification,2,2
philipperemy/wavenet,3,2
hyk1996/Person-Attribute-Recognition-MarketDuke,25,2
dengzelu/semantic-segmentation-pytorch,120,3
DingKe/qrnn,19,2
huochaitiantang/pytorch-deep-image-matting,206,29
rwightman/pytorch-image-models,1496,203
tnikolla/robot-grasp-detection,352,17
biyaa/yolov2_tensorflow,553,28
dmarnerides/hdr-expandnet,42,3
QingyaoAi/Deep-Listwise-Context-Model-for-Ranking-Refinement,2,2
ChengBinJin/WGAN-GP-tensorflow,111,6
kkweon/mnist-competition,14,1
lucidrains/vit-pytorch,8,3
nanpian/facescore,2,1
AnkushMalaker/HUSE,22,4
jonlu0602/DeepDenoisingAutoencoder,3,2
lyakaap/VAT-pytorch,43,8
StepNeverStop/RLs,5915,182
ultralytics/yolov5,412,108
meder411/OmniDepth-PyTorch,4,2
karandwivedi42/adversarial,32,2
chagmgang/distributed_reinforcement_learning,286,15
raviqqe/tensorflow-font2char2word2sent2doc,57,12
airalcorn2/Deep-Semantic-Similarity-Model,64,14
opensourcesblog/tensorflow-mnist,5,1
bubbliiiing/efficientdet-pytorch,19,6
rmalav15/signature-recognition,401,17
PistonY/ModelZoo.pytorch,493,44
HongtengXu/PoPPy,227,7
mrjel/noise-as-targets-tensorflow,10,2
chonyy/AI-basketball-analysis,10,3
iwyoo/LSTM-autoencoder,135,9
senacor/Trader.AI,53,13
SeoSangwoo/Attention-Based-BiLSTM-relation-extraction,109,4
jason9075/ithome_tensorflow_series,20,3
baharefatemi/SimplE,5,1
last-one/PyTorch-Cascaded-Pyramid-Network,8,3
wtjiang98/PSGAN,4,1
rahulbhalley/alexnet-architecture.tensorflow,5,2
zhengyang-wang/Deeplab-v2--ResNet-101--Tensorflow,54,4
jinfagang/keras_frcnn,8,1
userbehavioranalysis/SR-GNN_PyTorch-Geometric,2,1
pvjosue/LFMNet,118,7
lufficc/dqn,17,1
hanish3464/WORD-pytorch,113,17
mkocabas/multi-person-tracker,2,2
Charleswyt/tf_audio_steganalysis,532,45
keunhong/pytorch-soundnet,1,1
adamluo1995/Bert4CoQA,71,8
inferno-pytorch/speedrun,14,6
vkmenon/simple-transformer,28,3
bzantium/pytorch-admm-pruning,4,1
sumuzhao/CycleGAN-Music-Style-Transfer,2,1
mirzaevinom/prostate_segmentation,1,1
sbarratt/torch_cg,43,6
Yuol96/pytorch-triplet-loss,11,2
petko-nikolov/pysemseg,213,40
sirius-ai/MobileFaceNet_TF,32,5
pytorch/opacus,287,32
JoergFranke/ADNC,3,2
junjungoal/IMPALA-pytorch,126,9
marctuscher/DRQN-tensorflow,941,23
xuxu116/pytorch-reid-lite,170,16
moneyDboat/ConvMF,66,5
marumalo/pytorch-translm,18,2
TalentBoy2333/remote-sensing-image-caption,8,1
imirzadeh/stable-continual-learning,7,2
StanleyLsx/entity_extractor_by_binary_tagging,84,20
adik993/ppo-pytorch,19,3
mjDelta/attention-mechanism-keras,5,1
grantsrb/PyTorch-A2C,133,23
GrumpyZhou/pytorch-dgcnn,13,3
imatge-upc/danifojo-2018-repeatrnn,1231,22
affjljoo3581/GPT2,139,58
IHIaadj/Malware-classifier-PyTorch,2,1
Xiaohui9607/physical_interaction_video_prediction_pytorch,104,5
hirofumi0810/neural_sp,7751,787
yhqjohn/MetaNN,20,2
fatchur/Simple-Tensor,700,77
activatedgeek/torchrl,714,58
xmartlabs/benderthon,8,4
zhangxiangnick/Transformer-py,135,21
kevinzakka/hypersearch,149,16
DwangoMediaVillage/keras_compressor,5,2
rogeryang12/video_reid_pytorch,4,2
gholomia/AlexNet-Tensorflow,105,13
fangfm/lcnn,2,1
bornabesic/belot,97,4
chihyaoma/cyclical-visual-captioning,52,5
adamcasson/resnet152,8,2
bubbliiiing/RFB-keras,5,2
seraphlabs-ca/MIM,24,6
Khrylx/PyTorch-RL,122,17
SongKaixiang/image_retrieval_platform,3,1
bengxy/FastNeuralStyle,22,1
jensleitloff/CNN-Sentinel,2,2
smivv/pytorch-django-chexnet,4,2
una-dinosauria/human-motion-prediction,9,3
spino17/PyGlow,154,29
Diego999/SelfSent,115,12
yongqyu/st-gcn-pytorch,64,2
JaidedAI/EasyOCR,27,3
soyers/ddff-pytorch,56,5
podgorskiy/GPND,317,23
somewacko/deconvfaces,119,15
KarenUllrich/binary-VAE,3,1
kuangliu/pytorch-ssd,187,25
iperov/DeepFaceLab,20,4
cydonia999/Learning_to_See_in_the_Dark_PyTorch,7,2
alvenchen/nsfw-pytorch,19,3
titu1994/Keras-ResNeXt,118,9
blakedewey/cyclegan-pix2pix-keras,131,10
huizhang0110/AON,17,2
silburt/DeepMoon,113,4
xytpai/fcos,235,20
lehduong/Knowledge-Distillation-by-Replacing-Cheap-Conv,385,79
genekogan/text-learning,9,1
dalgu90/DCN-tf,17,2
gulvarol/smplpytorch,22,1
bezorro/ACMN-Pytorch,110,5
kuanghuei/SCAN,1,1
neeilan/DeepPlayByPlay,5,4
Jungjee/RawNet,122,8
KaleabTessera/DQN-Atari,31,4
andabi/voice-vector,146,15
stevewongv/DSC-PyTorch,4,1
chaiyujin/dctts-pytorch,142,9
PhilJd/tf-quaternion,64,11
google/uncertainty-baselines,1099,58
dechunwang/SSH-pytorch,3,2
yxlijun/cifar-tensorflow,150,9
rosinality/mac-network-pytorch,3,2
BryanPlummer/two_branch_networks,50,1
rwightman/efficientdet-pytorch,304,31
JasonLiTW/simple-railway-captcha-solver,4,1
BayesWatch/pytorch-moonshine,6,1
leftthomas/SEGAN,152,13
balansky/pytorch_gan,150,14
JianWenJun/MLDemo,29,3
sh0416/bpr,117,16
andrijdavid/FocalLoss,2,1
lengstrom/fast-style-transfer,59,10
CyberZHG/keras-transformer,57,14
Harry24k/bayesian-neural-network-pytorch,83,7
lantiga/pytorch2c,3,2
mandeer/Classifier,276,41
tbung/pytorch-revnet,536,32
JunjH/Revisiting_Single_Depth_Estimation,2,1
CharlesPikachu/AIGames,81,12
samitok/deeppose,44,3
songyingxin/MRC-Pytorch,56,4
ethanleet/CapsNet,372,32
peteryuX/retinaface-tf2,1,1
AlexMa011/pytorch-polygon-rnn,19,4
NVIDIA/flownet2-pytorch,73,7
dialnd/imbalanced-algorithms,123,11
mauriceqch/pcc_geo_cnn,196,17
baumgach/vagan-code,14,2
fidler-lab/defgrid-release,13,1
helloyide/Cross-stitch-Networks-for-Multi-task-Learning,127,3
ziwei-zh/CorrPM,19,1
qqueing/DeepSpeaker-pytorch,9,4
YangZhang4065/AdaptationSeg,17,1
floydhub/mnist,58,2
Pattio/DeepSwarm,53,16
yongyuwen/sequence-tagging-ner,141,3
stevenygd/WAGE.pytorch,87,10
aicaffeinelife/Pytorch-STN,2,1
xiumingzhang/GenRe-ShapeHD,7,2
adhaamehab/arabicnlp,18,4
roomylee/rcnn-relation-extraction,50,3
DeepinSC/PyTorch-Luna16,79,8
sajjjadayobi/FaceLib,16,3
juliagusak/dataloaders,41,5
OpenNMT/OpenNMT-tf,6278,685
alexander-rakhlin/CNN-for-Sentence-Classification-in-Keras,19,4
Receiling/DP3,165,3
jiwoon-ahn/irn,64,1
shreyaspadhy/UNet-Zoo,5,1
guotong1988/MatchZoo-tensorflow,110,5
tensorflow/lingvo,2112,328
tristandeleu/pytorch-maml,131,29
louis-she/center-loss.pytorch,203,18
WenbinLee/CovaMNet,21,3
LiMeng95/MultiPoseNet.pytorch,90,7
lmbxmu/HRank,30,5
hwalsuklee/tensorflow-mnist-VAE,78,1
waitwaitforget/modelparallel_pytorch,3,1
wmvanvliet/pytorch_hmax,10,3
bhushan23/SfSNet-PyTorch,280,35
Mjkim88/Pytorch-Torchtext-Seq2Seq,6,2
zj10/PGA,13,2
jmkhael/faas-artist,1,1
vvsotnikov/LSTM-IDS,22,1
gengshan-y/monodepth-uncertainty,5,1
lelimite4444/BridgeDepthFlow,18,2
wzzheng/HDML,7,1
cetinsamet/music-genre-classification,67,7
juhongm999/hpf,2,1
greatwallet/Pytorch-Implemented-Deep-SR-ITM,18,2
hmi88/what,193,9
EN10/TensorFlowForPoets,98,1
yoongi0428/RecSys_PyTorch,67,7
huntzhan/pytorch-fast-elmo,30,9
yuuho/stylegans-pytorch,30,3
Belval/NRTR,234,7
christiansafka/img2vec,22,5
asnelt/mmae,27,1
neuralyzer/kerasvis,1,1
nilboy/pixel-recursive-super-resolution,1,1
franneck94/Hand-Digits-Recognition,109,7
Kyubyong/bytenet_translation,32,1
ikostrikov/pytorch-a3c,52,13
seasonyc/densenet,6,3
mikgroup/sigpy,7,2
EvilPsyCHo/Attention-PyTorch,5,1
jayparks/tf-seq2seq,120,14
ruinmessi/RFBNet,19,4
Adoni/word2vec_pytorch,29,9
kweisamx/TensorFlow-VDSR,41,5
koulanurag/muzero-pytorch,73,4
tyler-hayes/REMIND,15,3
glrs/StackedDAE,29,5
narumiruna/efficientnet-pytorch,109,30
ColasGael/Machine-Learning-for-Solar-Energy-Prediction,12,1
ltrottier/deep-collaboration-network,16,2
alondj/Pytorch-Gpipe,822,100
Jingliang-Duan/Distributional-Soft-Actor-Critic,97,3
harshulsoni/ImageCompletionDCGAN-tensorflow,75,2
ValentinFigue/Sklearn_PyTorch,25,6
alsora/deep-briscola,211,46
satinder147/Attendance-using-Face,7,5
l11x0m7/CapsNet,7,1
jfsantos/dragan-pytorch,20,3
geomstats/geomstats,1850,386
llcing/BiLSTM-CRF-ChineseNER.pytorch,4,1
lyakaap/pytorch-template,75,4
Mid-Push/Open_set_domain_adaptation,34,3
TianHongTao/ID-DAML,145,23
kevinzakka/torchsdf-fusion,12,1
Glaciohound/VCML,369,23
joycex99/hp-word-model,32,2
NLPatVCU/medaCy,326,71
rjagerman/pytorchltr,119,21
kuixu/pytorch_online_plotter,3,2
dougbrion/pytorch-classification-uncertainty,177,9
luanyunteng/pytorch-be-your-own-teacher,5,1
semi-supervised-paper/semi-supervised-paper-implementation,160,7
arrigonialberto86/deepar,14,6
microsoft/tf-gnn-samples,29,7
zhangqianhui/Conditional-GAN,188,7
louisenaud/stock_prediction,225,11
ajaysub110/A-Neural-Compositional-Paradigm-for-Image-Captioning,9,2
YapengTian/TDAN-VSR-CVPR-2020,7,2
1Konny/WAE-pytorch,118,7
SaeedNajafi/pytorch-ocd,21,3
locuslab/pytorch_fft,18,7
chagmgang/pytorch_ppo_rl,717,11
dchetelat/acer,212,18
guillitte/pytorch-sentiment-neuron,13,1
huggingface/torchMoji,28,7
BOTFritz/BOTFritz,2,2
A1fcc/FM-FFM,80,2
sirius-ai/MobileNetV3-TF,7,2
xialuxi/CircleLoss_Face,24,5
benedekrozemberczki/GraphWaveletNeuralNetwork,17,5
ucla-vision/entropy-sgd,43,6
wuhao2/image-defect-detection-based-on-CNN,149,14
syorami/Autoencoders-Variants,14,2
megvii-research/pytorch-gym,198,30
siit-vtt/semi-supervised-learning-pytorch,103,21
shepnerd/inpainting_gmcnn,1,1
codedecde/Recognizing-Textual-Entailment,98,10
drivendataorg/zamba,89,16
hankcs/ID-CNN-CWS,2,1
AruniRC/resnet-face-pytorch,86,11
Shirhe-Lyh/deep_image_matting,1,1
raghakot/keras-resnet,84,11
xinntao/EDVR,731,59
Orkis-Research/Quaternion-Convolutional-Neural-Networks-for-End-to-End-Automatic-Speech-Recognition,60,3
whyguu/hed-tf,29,3
y0ast/VAE-TensorFlow,13,1
KentonMurray/ProxGradPytorch,148,6
mjdietzx/SimGAN,99,13
tf-encrypted/tf-big,25,10
orybkin/sigma-vae-pytorch,6,4
Aurora11111/speaker-recognition-pytorch,60,4
cameronfabbri/Compute-Features,2,2
nicklashansen/minimal-nas,3,1
kefirski/pytorch_TDNN,11,2
Hsuxu/Two-branch-CNN-Multisource-RS-classification,6,1
SakuraRiven/EAST,20,7
BADBADBADBOY/pytorch.ctpn,111,1
jorge-pessoa/pytorch-colors,2,1
jxihong/tweet-generator,4,1
loliverhennigh/Lattice-Boltzmann-fluid-flow-in-Tensorflow,441,25
kenshinpg/PytorchNER_zh,4,1
philipperemy/n-beats,248,27
RobotLocomotion/pytorch-dense-correspondence,759,116
sbarratt/inception-score-pytorch,28,5
MatheusMRFM/A3C-LSTM-with-Tensorflow,142,8
L1aoXingyu/fcn.pytorch,58,2
ianwhale/nsga-net,34,3
cchen156/Learning-to-See-in-the-Dark,6,3
therne/dmn-tensorflow,61,3
david-yoon/detecting-incongruity,23,6
Hanjun-Dai/pytorch_structure2vec,63,8
noc-lab/clinical_concept_extraction,33,1
ZubinGou/AI_Poet_Totoro,2,1
scvae/scvae,1699,155
NatLibFi/Annif,21,4
takerum/vat_tf,37,8
hughperkins/pytorch-coriander,1802,223
jimeffry/Mask-rcnn-MobileNetV2,82,4
kremerj/vae,30,2
hanyoseob/pytorch-noise2void,20,4
benedekrozemberczki/SEAL-CI,99,5
dxyang/StyleTransfer,34,1
AFAgarap/malware-classification,277,15
0xnurl/keras_character_based_ner,1,1
titu1994/tf-TabNet,60,12
brendanhasz/probflow,495,87
yearing1017/CCNet_PyTorch,2,1
miyosuda/async_deep_reinforce,463,46
hugochan/Eye-Tracker,78,5
hellonlp/sentiment_analysis_albert,13,2
Yuliang-Zou/tf_fcn,105,7
titu1994/Keras-NASNet,261,18
XUSean0118/DVSNet,42,4
Lapis-Hong/Wide-ResDNN,100,12
ymym3412/textcnn-conv-deconv-pytorch,27,3
penny4860/Weakly-Supervised-Text-Detection,193,53
tensorfreitas/Siamese-Networks-for-One-Shot-Learning,3,3
x4nth055/emotion-recognition-using-speech,11,5
bubbliiiing/yolo3-pytorch,96,16
jacopotagliabue/tensorflow_to_lambda_serverless,16,2
kaspermarstal/BrainNet,179,10
mpskex/Convolutional-Pose-Machine-tf,666,17
foamliu/InsightFace-PyTorch,278,75
arogozhnikov/einops,13,4
pclucas14/iaf-vae,25,6
uber-research/deep-neuroevolution,21,3
AidenHuen/Capsule-Text-Classification,19,1
sshh12/Conv-VAD,1,1
bindog/pytorch-model-parallel,293,26
stefanopini/simple-HigherHRNet,2,1
GeoffreyChen777/DDT,4,2
shawnwang-tech/GeniePath-pytorch,22,2
sergree/DolboNet,16,1
AceCoooool/LEDNet,51,6
hsokooti/RegNet,67,4
inyukwo1/tree-lstm,2,1
lifeiteng/TF_SpeechRecoChallenge,329,29
pranoyr/cnn-lstm,209,54
y0ast/Glow-PyTorch,44,6
tensorpack/zmq_ops,2,2
qingzhiwu/pytorch-act-detector,150,5
hahnyuan/nn_tools,82,22
HewlettPackard/dlcookbook-dlbs,359,9
Liang-Qiu/GRU_Android,21,4
qfgaohao/pytorch-ssd,212,44
clovaai/ClovaCall,3,2
Wizaron/reseg-pytorch,28,10
Anurag14/accessfaceid,2,2
ybsdegit/Keras_flask_mnist,11,1
Qidian213/deep_sort_yolov3,3,3
HiKapok/Xception_Tensorflow,8,1
affinis-lab/traffic-light-detection-module,5,2
fangchangma/self-supervised-depth-completion,10,2
Ha0Tang/SelectionGAN,15,1
zhangluoyang/text_sum,40,1
nocaps-org/updown-baseline,149,25
nanoporetech/bonito,206,51
wotmd5731/dqn,88,2
leftthomas/DGCNN,817,104
fregu856/segmentation,219,13
mengrang/DFL-CNN-tensorflow,38,5
HX-idiot/Hybrid_Attention_XML,92,4
lcswillems/rl-starter-files,645,107
murali1996/ts_classification_prediction,259,13
sugyan/tf-face-detector,34,2
vitrioil/Speech-Separation,167,28
MaximumEntropy/Seq2Seq-PyTorch,560,19
huangzh13/StyleGAN2.pytorch,227,20
abhishekkrthakur/is_that_a_duplicate_quora_question,2,2
shamangary/Keras-MNIST-center-loss-with-visualization,10,2
tpbarron/pytorch-ppo,211,7
xhujoy/CycleGAN-tensorflow,72,8
werner-duvaud/muzero-general,461,52
mrahtz/ocd-a3c,685,113
Qordobacode/fitbert,27,7
chickenbestlover/ELM-pytorch,139,4
eriche2016/pointnet2.pytorch,34,3
onlytailei/Value-Iteration-Networks-PyTorch,30,2
chongyangtao/IOI,4,2
xuerenlv/social-lstm-tf,288,11
adumrewal/imageMatting,14,2
ruotianluo/ImageCaptioning.pytorch,1776,173
rarilurelo/pcl_keras,11,1
bojone/flow,63,5
kayuksel/pytorch-ars,128,10
mengliu1998/DeeperGNN,9,3
DuaneNielsen/keypoints,724,72
eelxpeng/dec-pytorch,8,3
neuroailab/tfutils,2530,248
ChengBinJin/VanillaGAN-TensorFlow,38,4
samet-akcay/ganomaly,126,12
Frank-qlu/ORL_faces,15,1
Jongchan/unsupervised_data_augmentation_pytorch,30,6
huggingface/neuralcoref,16,4
jzilly/RecurrentHighwayNetworks,76,14
chen0040/keras-video-object-detector,11,5
longcw/pytorch2caffe,2,1
yikang-li/PasteGAN,3,1
lab-ml/labml,219,45
khanhnamle1994/MetaRec,357,36
luopeixiang/im2latex,143,3
dragen1860/IntroVAE-Pytorch,132,12
fengyoung/video_embedding,42,4
imranparuk/speaker-recognition-3d-cnn,10,1
lsa-pucrs/acerta-abide,216,8
niitsuma/word2vec-keras-in-gensim,235,21
9310gaurav/ali-pytorch,28,7
naoto0804/pytorch-domain-adaptation,262,19
trypag/pytorch-unet-segnet,11,4
microsoft/pytorch_od,11,3
laodar/tf_CapsNet,58,5
bwallace/CNN-for-text-classification,49,3
Jackie-Chou/MC-CNN-python,55,2
shen1994/DeepID,8,3
chasinginfinity/number-sign-recognition,1,1
kuc2477/pytorch-ewc,4,2
NVlabs/stylegan,3,1
huawei-noah/AdderNet,18,2
dddzg/MoCo,101,7
dhruvramani/C2AE-Multilabel-Classification,7,1
sagieppel/Fully-convolutional-neural-network-FCN-for-semantic-segmentation-with-pytorch,27,6
JasonZHM/CAE-ADMM,279,13
alphadl/lookahead.pytorch,2,1
stardut/Text-Generate-RNN,19,3
pcyin/pytorch-gated-graph-neural-network,16,1
BannyStone/Video_Classification_PyTorch,695,36
songdejia/DFL-CNN,30,5
CVxTz/face_age_gender,1,1
SunnyMarkLiu/lic2019-dureader2.0-rank2,239,15
pfnet/pytorch-pfn-extras,5,2
dumitrescustefan/Romanian-Transformers,23,6
Fei-Wang/insightface,234,31
acm5656/ssd_pytorch,59,6
NickleDave/hybrid-vocal-classifier,122,11
ppengtang/pcl.pytorch,39,1
gzuidhof/nn-transfer,12,4
BBuf/Keras-Semantic-Segmentation,488,31
ly015/intrinsic_flow,101,11
ag1le/LSTM_morse,31,4
idealo/image-super-resolution,67,11
SHU-FLYMAN/Yolov1-TensorFlow,66,3
subho406/OmniNet,1,1
endernewton/tf-faster-rcnn,984,57
